"Id","SalePrice"
1273,11.7553377184594
1274,12.0997496749193
1275,11.8239039673289
1276,11.8648671734543
1277,11.9794169563292
1278,12.1884265078727
1279,12.4339440041946
1280,11.3675213893745
1281,12.2828326633831
1282,12.1982928684455
1283,11.9396451754322
1284,11.9015896763584
1285,12.0976096583385
1286,11.7940272338633
1287,11.9786823277393
1288,12.0839617182396
1289,12.4556585916268
1290,12.5882710467844
1291,11.9804808101154
1292,11.6419124414642
1293,11.6755959346376
1294,12.1138290422717
1295,11.670906832743
1296,11.7455188484679
1297,11.9156979109738
1298,11.9221876501285
1299,13.4113123858169
1300,12.0443836287463
1301,12.3049107360322
1302,11.9449914339243
1303,12.6276163195595
1304,12.3412146436722
1305,11.889430586841
1306,12.6304529670623
1307,12.3045226728385
1308,11.850710365911
1309,11.8941119641867
1310,12.0510966882502
1311,12.6131927784068
1312,12.2590210379525
1313,12.6033691809095
1314,12.6783189790142
1315,11.6148986629417
1316,12.1712273482991
1317,12.4585634503596
1318,12.2073041427533
1319,12.4696443845999
1320,11.5656075650496
1321,12.0825837695992
1322,11.1706278323277
1323,12.3970568223123
1324,11.3192167133297
1325,12.5464704049396
1326,11.0963886655694
1327,11.3461190344553
1328,11.8280152737811
1329,12.2257906830509
1330,12.1319783469451
1331,12.437114730585
1332,11.7598707312003
1333,11.5786831469917
1334,11.6954548005697
1335,11.6424573557227
1336,12.0166848686467
1337,11.8556901317737
1338,10.9625402213955
1339,12.3456795401381
1340,11.74329836501
1341,11.6261517415838
1342,11.9798893992311
1343,12.4025519297039
1344,12.1009176010927
1345,12.2070598427238
1346,11.4194784290414
1347,12.4175355412599
1348,12.6285640633865
1349,12.346266815261
1350,11.8568754077136
1351,12.2152618984593
1352,12.0509079402792
1353,11.8241833423017
1354,12.8376482659281
1355,12.372993208854
1356,12.2007870343434
1357,11.5762568423345
1358,11.9931653441661
1359,12.0396089930935
1360,12.7793246389764
1361,12.1064989771076
1362,12.5103621958033
1363,11.7935998485246
1364,12.0906300465164
1365,11.8970889163108
1366,12.2561842558581
1367,12.220625531413
1368,11.8006527387542
1369,11.8511251627703
1370,12.4029808480906
1371,11.5767260988937
1372,12.1244578845061
1373,12.4427873737083
1374,12.9595204370944
1375,12.38151840523
1376,12.468431330805
1377,11.4590915713709
1378,11.7805284633307
1379,11.4715431346717
1380,11.9757789846848
1381,11.3049993807162
1382,12.3806038469241
1383,11.9448949272356
1384,11.9647798230382
1385,11.6092834791499
1386,11.6391261847268
1387,12.49471211184
1388,12.0424569293545
1389,12.6072778690594
1390,11.8228829729875
1391,12.302938361146
1392,11.8196562583262
1393,11.697084095157
1394,11.9200976821516
1395,12.3358019318284
1396,12.5653462558315
1397,12.0948524219329
1398,11.8676285350612
1399,11.8865425476026
1400,11.963887132464
1401,11.7473353490202
1402,12.1485934391898
1403,12.2078582340443
1404,12.4519794956375
1405,11.4161448869177
1406,12.4602663488724
1407,11.7801449361427
1408,11.624932317674
1409,11.6398447917358
1410,12.2763027788488
1411,12.3061455597204
1412,11.9946572814907
1413,11.4570670400085
1414,12.4072848711413
1415,12.0670192637501
1416,12.2464595640634
1417,11.7946489390028
1418,12.6617256348007
1419,11.7945190672895
1420,12.341641750731
1421,12.0222110607909
1422,11.8205487141909
1423,11.8452163795688
1424,12.1844433858548
1425,11.8447361336525
1426,11.9165290647271
1427,12.498851814112
1428,11.8770762284638
1429,11.6146765388443
1430,12.1822658786212
1431,12.1354779269406
1432,11.7448301072658
1433,11.5639189527125
1434,12.182821721493
1435,11.9958809916306
1436,12.1542815508047
1437,11.6126719762549
1438,12.7246163320461
1439,11.8741806500144
1440,12.1266177288687
1441,12.2574895971482
1442,11.883614100982
1443,12.6909751837949
1444,11.5116410651966
1445,12.1490495296259
1446,11.7311426719538
1447,11.8860941191613
1448,12.4532615168009
1449,11.5843156787324
1450,11.3535934891958
1451,11.8117565704369
1452,12.478073131438
1453,11.770016720499
1454,11.7775334063968
1455,12.1644555003901
1456,12.0815045860226
1457,12.2947794373935
1458,12.4744106307538
1459,11.8961563387615
1460,11.8781272329756
